id,ident,name,continent,iso_country,municipality,is_ue
3,AGGH,Honiara International Airport,OC,SB,Honiara,0
4,AGGM,Munda Airport,OC,SB,Munda,0
8,ANYN,Nauru International Airport,OC,NR,Yaren,0
336951,AQBC,Boulder Clay Runway,AN,AQ,Zucchelli Station,0
35179,AYBA,Baimuru Airport,OC,PG,Baimuru,0
53,AYBK,Buka Airport,OC,PG,Buka Island,0
35180,AYBM,Balimo Airport,OC,PG,Balimo,0
54,AYCH,Chimbu Airport,OC,PG,Kundiawa,0
55,AYDU,Daru Airport,OC,PG,Daru,0
56,AYGA,Goroka Airport,OC,PG,Goronka,0
57,AYGN,Gurney Airport,OC,PG,Gurney,0
58,AYGR,Girua Airport,OC,PG,Popondetta,0
59,AYHK,Hoskins Airport,OC,PG,Kimbe,0
60,AYKM,Kerema Airport,OC,PG,Kerema,0
61,AYKV,Kavieng Airport,OC,PG,Kavieng,0
62,AYMD,Madang Airport,OC,PG,Madang,0
63,AYMH,Mount Hagen Kagamuga Airport,OC,PG,Mount Hagen,0
64,AYMN,Mendi Airport,OC,PG,Mendi,0
65,AYMO,Momote Airport,OC,PG,Manus Island,0
66,AYNZ,Nadzab Tomodachi International Airport,OC,PG,Lae,0
67,AYPY,Port Moresby Jacksons International Airport,OC,PG,Port Moresby,0
68,AYTK,Tokua Airport,OC,PG,Kokopo,0
69,AYVN,Vanimo Airport,OC,PG,Vanimo,0
70,AYWD,Wapenamanda Airport,OC,PG,Wapenamanda,0
71,AYWK,Wewak International Airport,OC,PG,Wewak,0
31697,BGAA,Aasiaat Airport,,GL,Aasiaat,0
30839,BGCO,Neerlerit Inaat Airport,,GL,Neerlerit Inaat,0
114,BGGH,Nuuk International Airport,,GL,Nuuk,0
31694,BGJN,Ilulissat Airport,,GL,Ilulissat,0
31786,BGKK,Kulusuk Airport,,GL,Kulusuk,0
32004,BGQQ,Qaanaaq Airport,,GL,Qaanaaq,0
115,BGSF,Kangerlussuaq International Airport,,GL,Kangerlussuaq,0
31700,BGSS,Sisimiut Airport,,GL,Sisimiut,0
116,BGTL,Pituffik Space Base,,GL,Pituffik,0
117,BIAR,Akureyri International Airport,EU,IS,Akureyri,0
118,BIBD,Bildudalur Airport,EU,IS,Bildudalur,0
119,BIEG,Egilsstaðir Airport,EU,IS,Egilsstaðir,0
31549,BIGR,Grímsey Airport,EU,IS,Grímsey/Sandvík,0
120,BIHN,Hornafjörður Airport,EU,IS,Höfn,0
121,BIHU,Húsavík Airport,EU,IS,Húsavík,0
122,BIIS,Ísafjörður Airport,EU,IS,Ísafjörður,0
123,BIKF,Keflavik International Airport,EU,IS,Reykjavík,0
125,BIRK,Reykjavík Domestic Airport,EU,IS,Reykjavík,0
31973,BIRL,Mývatn Airport,EU,IS,Myvatn,0
126,BISI,Siglufjörður Airport,EU,IS,Siglufjörður,0
128,BIVM,Vestmannaeyjar Airport,EU,IS,Vestmannaeyjar,0
32593,BIVO,Vopnafjörður Airport,EU,IS,Vopnafjörður,0
4614,BKPR,Priština Adem Jashari International Airport,EU,XK,Prishtina,0
664,CBBC,Bella Bella (Campbell Island) Airport,,CA,Bella Bella,0
1654,CYAG,Fort Frances Municipal Airport,,CA,Fort Frances,0
1655,CYAH,La Grande-4 Airport,,CA,La Grande-4,0
1657,CYAM,Sault Ste Marie Airport,,CA,Sault Ste Marie,0
1658,CYAQ,Kasabonika Airport,,CA,Kasabonika,0
1662,CYAV,Winnipeg / St. Andrews Airport,,CA,Winnipeg/Saint Andrews,0
1664,CYAX,Lac du Bonnet Airport,,CA,Lac du Bonnet,0
1665,CYAY,St. Anthony Airport,,CA,St. Anthony,0
1666,CYAZ,Tofino / Long Beach Airport,,CA,Tofino,0
1669,CYBC,Baie-Comeau Airport,,CA,Baie-Comeau,0
1670,CYBD,Bella Coola Airport,,CA,Bella Coola,0
1672,CYBF,Bonnyville Airport,,CA,Bonnyville,0
1673,CYBG,Saguenay-Bagotville Airport,,CA,Saguenay,0
1674,CYBK,Baker Lake Airport,,CA,Baker Lake,0
1675,CYBL,Campbell River Airport,,CA,Campbell River,0
1678,CYBR,Brandon Municipal Airport,,CA,Brandon,0
1680,CYBU,Nipawin Airport,,CA,Nipawin,0
1682,CYBW,Calgary / Springbank Airport,,CA,Calgary,0
1683,CYBX,Lourdes-de-Blanc-Sablon Airport,,CA,Blanc-Sablon,0
1685,CYCB,Cambridge Bay Airport,,CA,Cambridge Bay,0
1686,CYCC,Cornwall Regional Airport,,CA,Cornwall,0
1687,CYCD,Nanaimo Airport,,CA,Nanaimo,0
1688,CYCE,Centralia / James T. Field Memorial Aerodrome,,CA,Huron Park,0
1689,CYCG,Castlegar/West Kootenay Regional Airport,,CA,Castlegar,0
1690,CYCH,Miramichi Airport,,CA,Miramichi,0
1691,CYCL,Charlo Airport,,CA,Charlo,0
1692,CYCN,Cochrane Airport,,CA,Cochrane,0
1694,CYCP,Blue River Airport,,CA,Blue River,0
1695,CYCQ,Chetwynd Airport,,CA,Chetwynd,0
1703,CYDA,Dawson City Airport,,CA,Dawson City,0
1704,CYDB,Burwash Airport,,CA,Burwash Landing,0
1706,CYDF,Deer Lake Airport,,CA,Deer Lake,0
1709,CYDM,Ross River Airport,,CA,Ross River,0
1710,CYDN,Dauphin Barker Airport,,CA,Dauphin,0
1711,CYDO,Dolbeau-Saint-Felicien Airport,,CA,Dolbeau-Saint-Felicien,0
1713,CYDQ,Dawson Creek Airport,,CA,Dawson Creek,0
1716,CYEE,Huronia Airport,,CA,Midland,0
1717,CYEG,Edmonton International Airport,,CA,Edmonton,0
1719,CYEL,Elliot Lake Municipal Airport,,CA,Elliot Lake,0
1720,CYEM,Manitoulin East Municipal Airport,,CA,Sheguiandah,0
1721,CYEN,Estevan Airport,,CA,Estevan,0
1724,CYET,Edson Airport,,CA,Edson,0
1726,CYEV,Inuvik Mike Zubko Airport,,CA,Inuvik,0
1727,CYEY,Amos/Magny Airport,,CA,Amos,0
1729,CYFB,Iqaluit Airport,,CA,Iqaluit,0
1730,CYFC,Fredericton International Airport,,CA,Fredericton,0
1731,CYFD,Brantford Municipal Airport,,CA,Brantford,0
1732,CYFE,Forestville Airport,,CA,Forestville,0
1734,CYFJ,Mont-Tremblant International Airport,,CA,La Macaza,0
1736,CYFR,Fort Resolution Airport,,CA,Fort Resolution,0
1737,CYFS,Fort Simpson Airport,,CA,Fort Simpson,0
1740,CYGD,Goderich Airport,,CA,Goderich,0
1741,CYGE,Golden Airport,,CA,Golden,0
1743,CYGK,Kingston Norman Rogers Airport,,CA,Kingston,0
1744,CYGL,La Grande Rivière Airport,,CA,La Grande Rivière,0
1745,CYGM,Gimli Industrial Park Airport,,CA,Gimli,0
1747,CYGP,Michel-Pouliot Gaspé Airport,,CA,Gaspé,0
1748,CYGQ,Geraldton Greenstone Regional Airport,,CA,Geraldton,0
1749,CYGR,Îles-de-la-Madeleine Airport,,CA,Les Îles-de-la-Madeleine,0
1751,CYGV,Havre-Saint-Pierre Airport,,CA,Havre-Saint-Pierre,0
1752,CYGW,Kuujjuarapik Airport,,CA,Kuujjuarapik,0
1757,CYHD,Dryden Regional Airport,,CA,Dryden,0
1759,CYHF,Hearst René Fontaine Municipal Airport,,CA,Hearst,0
1763,CYHM,John C. Munro Hamilton International Airport,,CA,Hamilton,0
1764,CYHN,Hornepayne Municipal Airport,,CA,Hornepayne,0
1767,CYHT,Haines Junction Airport,,CA,Haines Junction,0
1768,CYHU,Montréal / Saint-Hubert Metropolitan Airport,,CA,Montréal,0
1769,CYHY,Hay River / Merlyn Carter Airport,,CA,Hay River,0
1770,CYHZ,Halifax / Stanfield International Airport,,CA,Halifax,0
1771,CYIB,Atikokan Municipal Airport,,CA,Atikokan,0
1772,CYID,Digby / Annapolis Regional Airport,,CA,Digby,0
1773,CYIF,St Augustin Airport,,CA,St-Augustin,0
1776,CYIV,Island Lake Airport,,CA,Island Lake,0
1778,CYJF,Fort Liard Airport,,CA,Fort Liard,0
1780,CYJN,St Jean Airport,,CA,St Jean,0
1783,CYJT,Stephenville Dymond International Airport,,CA,Stephenville,0
1784,CYKA,Kamloops John Moose Fulton Field Regional Airport,,CA,Kamloops,0
1787,CYKF,Region of Waterloo International Airport,,CA,Breslau,0
1789,CYKJ,Key Lake Airport,,CA,Key Lake,0
1790,CYKL,Schefferville Airport,,CA,Schefferville,0
1340,CYKM,Kincardine Municipal Airport,,CA,Kincardine,0
1793,CYKX,Kirkland Lake Airport,,CA,Kirkland Lake,0
1794,CYKY,Kindersley Airport,,CA,Kindersley,0
1799,CYLD,Chapleau Airport,,CA,Chapleau,0
1801,CYLJ,Meadow Lake Airport,,CA,Meadow Lake,0
1803,CYLL,Lloydminster Airport,,CA,Lloydminster,0
1805,CYLR,Leaf Rapids Airport,,CA,Leaf Rapids,0
1293,CYLS,Barrie-Lake Simcoe Regional Airport,,CA,Barrie,0
1806,CYLT,Alert Airport,,CA,Alert,0
1808,CYLW,Kelowna International Airport,,CA,Kelowna,0
1809,CYMA,Mayo Airport,,CA,Mayo,0
1810,CYME,Matane Airport,,CA,Matane,0
1811,CYMG,Manitouwadge Airport,,CA,Manitouwadge,0
1813,CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,,CA,Moose Jaw,0
1814,CYML,Charlevoix Airport,,CA,Charlevoix,0
1815,CYMM,Fort McMurray International Airport,,CA,Fort McMurray,0
1816,CYMO,Moosonee Airport,,CA,Moosonee,0
1817,CYMT,Chapais Airport,,CA,Chibougamau,0
1820,CYMX,Montreal Mirabel International Airport,,CA,Montréal,0
1822,CYNA,Natashquan Airport,,CA,Natashquan,0
1824,CYND,Ottawa / Gatineau Airport,,CA,Gatineau,0
1827,CYNJ,Langley Airport,,CA,Langley,0
1828,CYNL,Points North Landing Airport,,CA,Points North Landing,0
1829,CYNM,Matagami Airport,,CA,Matagami,0
1830,CYNN,Nejanilini Lake Airport,,CA,Nejanilini Lake,0
1832,CYOA,Ekati Airport,,CA,Ekati,0
1834,CYOD,CFB Cold Lake,,CA,Cold Lake,0
1836,CYOJ,High Level Airport,,CA,High Level,0
1837,CYOO,Oshawa Executive Airport,,CA,Oshawa,0
1838,CYOP,Rainbow Lake Airport,,CA,Rainbow Lake,0
1839,CYOS,Owen Sound / Billy Bishop Regional Airport,,CA,Owen Sound,0
1840,CYOW,Ottawa Macdonald-Cartier International Airport,,CA,Ottawa,0
1842,CYPA,Prince Albert Glass Field,,CA,Prince Albert,0
1844,CYPD,Port Hawkesbury Airport,,CA,Port Hawkesbury,0
1845,CYPE,Peace River Airport,,CA,Peace River,0
1846,CYPG,Portage-la-Prairie / Southport Airport,,CA,Portage la Prairie,0
1848,CYPK,Pitt Meadows Regional Airport,,CA,Pitt Meadows,0
1849,CYPL,Pickle Lake Airport,,CA,Pickle Lake,0
1851,CYPN,Port-Menier Airport,,CA,Port-Menier,0
1854,CYPQ,Peterborough Regional Airport,,CA,Peterborough,0
1855,CYPR,Prince Rupert Airport,,CA,Prince Rupert,0
1859,CYPW,Powell River Airport,,CA,Powell River,0
1860,CYPX,Puvirnituq Airport,,CA,Puvirnituq,0
1861,CYPY,Fort Chipewyan Airport,,CA,Fort Chipewyan,0
1862,CYPZ,Burns Lake Airport,,CA,Burns Lake,0
1863,CYQA,Muskoka Airport,,CA,Gravenhurst,0
1864,CYQB,Quebec Jean Lesage International Airport,,CA,Quebec,0
1865,CYQD,The Pas Airport,,CA,The Pas,0
1866,CYQF,Red Deer Regional Airport,,CA,Springbrook,0
1867,CYQG,Windsor International Airport,,CA,Windsor,0
1868,CYQH,Watson Lake Airport,,CA,Watson Lake,0
1869,CYQI,Yarmouth Airport,,CA,Yarmouth,0
1870,CYQK,Kenora Airport,,CA,Kenora,0
1871,CYQL,Lethbridge County Airport,,CA,Lethbridge,0
1872,CYQM,Greater Moncton Roméo LeBlanc International Airport,,CA,Moncton,0
1873,CYQN,Nakina Airport,,CA,Nakina,0
1874,CYQQ,Comox Valley International Airport / CFB Comox,,CA,Comox,0
1875,CYQR,Regina International Airport,,CA,Regina,0
1876,CYQS,St Thomas Municipal Airport,,CA,St Thomas,0
1877,CYQT,Thunder Bay International Airport,,CA,Thunder Bay,0
1878,CYQU,Grande Prairie Airport,,CA,Grande Prairie,0
1879,CYQV,Yorkton Municipal Airport,,CA,Yorkton,0
1880,CYQW,North Battleford Airport,,CA,North Battleford,0
1881,CYQX,Gander International Airport,,CA,Gander,0
1882,CYQY,Sydney / J.A. Douglas McCurdy Airport,,CA,Sydney,0
1883,CYQZ,Quesnel Airport,,CA,Quesnel,0
1885,CYRB,Resolute Bay Airport,,CA,Resolute Bay,0
1887,CYRI,Rivière-du-Loup Airport,,CA,Rivière-du-Loup,0
1888,CYRJ,Roberval Airport,,CA,Roberval,0
1889,CYRL,Red Lake Airport,,CA,Red Lake,0
1891,CYRO,Ottawa / Rockcliffe Airport,,CA,Ottawa,0
1892,CYRP,Ottawa / Carp Airport,,CA,Ottawa,0
1893,CYRQ,Trois-Rivières Airport,,CA,Trois-Rivières,0
1895,CYRT,Rankin Inlet Airport,,CA,Rankin Inlet,0
1896,CYRV,Revelstoke Airport,,CA,Revelstoke,0
1897,CYSB,Sudbury Airport,,CA,Sudbury,0
1898,CYSC,Sherbrooke Airport,,CA,Sherbrooke,0
1901,CYSF,Stony Rapids Airport,,CA,Stony Rapids,0
1902,CYSG,Saint-Georges Airport,,CA,Saint-Georges,0
1903,CYSH,Smiths Falls-Montague (Russ Beach) Airport,,CA,Smiths Falls,0
1904,CYSJ,Saint John Airport,,CA,Saint John,0
1906,CYSL,Saint-Léonard Airport,,CA,Saint-Léonard,0
1907,CYSM,Fort Smith Airport,,CA,Fort Smith,0
1908,CYSN,Niagara District Airport,,CA,Niagara-on-the-Lake,0
1909,CYSP,Marathon Airport,,CA,Marathon,0
1913,CYSU,Summerside Airport,,CA,Slemon Park,0
1917,CYTA,Pembroke Airport,,CA,Pembroke,0
1919,CYTF,Alma Airport,,CA,Alma,0
1920,CYTH,Thompson Airport,,CA,Thompson,0
1924,CYTR,CFB Trenton,,CA,Trenton,0
1925,CYTS,Timmins/Victor M. Power,,CA,Timmins,0
1926,CYTZ,Billy Bishop Toronto City Airport,,CA,Toronto,0
1928,CYUL,Montreal / Pierre Elliott Trudeau International Airport,,CA,Montréal,0
1930,CYUX,Hall Beach Airport,,CA,Sanirajak,0
1931,CYUY,Rouyn Noranda Airport,,CA,Rouyn-Noranda,0
1932,CYVB,Bonaventure Airport,,CA,Bonaventure,0
1933,CYVC,La Ronge Airport,,CA,La Ronge,0
1934,CYVD,Virden / RJ (Bob) Andrew Field Regional Aerodrome,,CA,Virden,0
1936,CYVK,Vernon Regional Airport,,CA,Vernon,0
1938,CYVO,Val-d'Or Airport,,CA,Val-d'Or,0
1939,CYVP,Kuujjuaq Airport,,CA,Kuujjuaq,0
1940,CYVQ,Norman Wells Airport,,CA,Norman Wells,0
1941,CYVR,Vancouver International Airport,,CA,Vancouver,0
1943,CYVV,Wiarton Airport,,CA,Wiarton,0
1946,CYWG,Winnipeg / James Armstrong Richardson International Airport,,CA,Winnipeg,0
1949,CYWK,Wabush Airport,,CA,Wabush,0
1950,CYWL,Williams Lake Airport,,CA,Williams Lake,0
1954,CYWY,Wrigley Airport,,CA,Wrigley,0
1955,CYXC,Cranbrook/Canadian Rockies International Airport,,CA,Cranbrook,0
1957,CYXE,Saskatoon John G. Diefenbaker International Airport,,CA,Saskatoon,0
1958,CYXH,Medicine Hat Regional Airport,,CA,Medicine Hat,0
1959,CYXJ,Fort St John / North Peace Regional Airport,,CA,Fort Saint John,0
1960,CYXK,Rimouski Airport,,CA,Rimouski,0
1961,CYXL,Sioux Lookout Airport,,CA,Sioux Lookout,0
1964,CYXQ,Beaver Creek Airport,,CA,Beaver Creek,0
1965,CYXR,Earlton (Timiskaming Regional) Airport,,CA,Earlton,0
1966,CYXS,Prince George (International) Airport,,CA,Prince George,0
1967,CYXT,Northwest Regional Airport Terrace-Kitimat,,CA,Terrace,0
1968,CYXU,London International Airport,,CA,London,0
1969,CYXX,Abbotsford International Airport,,CA,Abbotsford,0
1970,CYXY,Whitehorse / Erik Nielsen International Airport,,CA,Whitehorse,0
1971,CYXZ,Wawa Airport,,CA,Wawa,0
1972,CYYB,North Bay Jack Garland Airport,,CA,North Bay,0
1973,CYYC,Calgary International Airport,,CA,Calgary,0
1974,CYYD,Smithers Airport,,CA,Smithers,0
1975,CYYE,Fort Nelson Airport,,CA,Fort Nelson,0
1976,CYYF,Penticton Airport,,CA,Penticton,0
1977,CYYG,Charlottetown Airport,,CA,Charlottetown,0
1979,CYYJ,Victoria International Airport,,CA,Victoria,0
1980,CYYL,Lynn Lake Airport,,CA,Lynn Lake,0
1982,CYYN,Swift Current Airport,,CA,Swift Current,0
1984,CYYQ,Churchill Airport,,CA,Churchill,0
1985,CYYR,Goose Bay Airport,,CA,Goose Bay,0
1986,CYYT,St. John's International Airport,,CA,St. John's,0
1987,CYYU,Kapuskasing Airport,,CA,Kapuskasing,0
1988,CYYW,Armstrong Airport,,CA,Armstrong,0
1989,CYYY,Mont Joli Airport,,CA,Mont-Joli,0
1990,CYYZ,Toronto Pearson International Airport,,CA,Toronto,0
1992,CYZE,Gore Bay Manitoulin Airport,,CA,Gore Bay,0
1993,CYZF,Yellowknife International Airport,,CA,Yellowknife,0
1995,CYZH,Slave Lake Airport,,CA,Slave Lake,0
1996,CYZP,Sandspit Airport,,CA,Sandspit,0
1997,CYZR,Chris Hadfield Airport,,CA,Sarnia,0
1998,CYZS,Coral Harbour Airport,,CA,Coral Harbour,0
1999,CYZT,Port Hardy Airport,,CA,Port Hardy,0
2000,CYZU,Whitecourt Airport,,CA,Whitecourt,0
2001,CYZV,Sept-Îles Airport,,CA,Sept-Îles,0
2002,CYZW,Teslin Airport,,CA,Teslin,0
2003,CYZX,CFB Greenwood,,CA,Greenwood,0
2004,CYZY,Mackenzie Airport,,CA,Mackenzie,0
2006,CZAM,Shuswap Regional Airport,,CA,Salmon Arm,0
2008,CZBB,Boundary Bay Airport,,CA,Delta,0
2010,CZBF,Bathurst Airport,,CA,South Tetagouche,0
2011,CZBM,Bromont (Roland Désourdy) Airport,,CA,Bromont,0
2012,CZEE,Kelsey Airport,,CA,Kelsey,0
2014,CZFA,Faro Airport,,CA,Faro,0
2019,CZGF,Grand Forks Airport,,CA,Grand Forks,0
2023,CZJG,Jenpeg Airport,,CA,Jenpeg,0
2024,CZJN,Swan River Airport,,CA,Swan River,0
2026,CZLQ,Thicket Portage Airport,,CA,Thicket Portage,0
2029,CZMN,Pikwitonei Airport,,CA,Pikwitonei,0
2030,CZMT,Masset Airport,,CA,Masset,0
2034,CZPC,Pincher Creek Airport,,CA,Pincher Creek,0
2037,CZSJ,Sandy Lake Airport,,CA,Sandy Lake,0
2039,CZST,Stewart Airport,,CA,Stewart,0
2042,CZUC,Ignace Municipal Airport,,CA,Ignace,0
2047,DAAB,Blida Airport,AF,DZ,Blida,0
2048,DAAD,Bou Saada Airport,AF,DZ,Ouled Sidi Brahim,0
2049,DAAE,Soummam–Abane Ramdane Airport,AF,DZ,Béjaïa,0
2050,DAAG,Houari Boumediene Airport,AF,DZ,Algiers,0
2051,DAAJ,Tiska Djanet Airport,AF,DZ,Djanet,0
2052,DAAK,Boufarik Air Base,AF,DZ,Boufarik,0
2054,DAAP,Illizi Takhamalt Airport,AF,DZ,Illizi,0
32193,DAAS,Ain Arnat Airport,AF,DZ,Sétif,0
2056,DAAT,Aguenar – Hadj Bey Akhamok Airport,AF,DZ,Tamanrasset,0
2057,DAAV,Jijel Ferhat Abbas Airport,AF,DZ,Tahir,0
2058,DAAY,Mecheria Airport,AF,DZ,Mecheria,0
2059,DAAZ,Relizane Airport,AF,DZ,Relizane,0
2060,DABB,Annaba Rabah Bitat Airport,AF,DZ,Annaba,0
2061,DABC,Mohamed Boudiaf International Airport,AF,DZ,Constantine,0
2062,DABS,Cheikh Larbi Tébessi Airport,AF,DZ,Tébessi,0
2063,DABT,Batna Mostefa Ben Boulaid Airport,AF,DZ,Batna,0
2064,DAFH,Hassi R'Mel Airport,AF,DZ,Hassi R'Mel,0
2065,DAOB,Abdelhafid Boussouf Bou Chekif Airport,AF,DZ,Tiaret,0
2067,DAOF,Tindouf Airport,AF,DZ,Tindouf,0
2068,DAOI,Chlef Aboubakr Belkaid International Airport,AF,DZ,Chlef,0
2069,DAOL,Oran Tafraoui Airport,AF,DZ,Tafraoui,0
2070,DAON,Zenata – Messali El Hadj Airport,AF,DZ,Zenata,0
2071,DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,AF,DZ,Es-Sénia,0
2072,DAOR,Béchar Boudghene Ben Ali Lotfi Airport,AF,DZ,Béchar,0
2074,DAOV,Ghriss Airport,AF,DZ,Ghriss,0
30777,DATM,Bordj Badji Mokhtar Airport,AF,DZ,Bordj Badji Mokhtar,0
2075,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,AF,DZ,Adrar,0
2076,DAUB,Biskra - Mohamed Khider Airport,AF,DZ,Biskra,0
2077,DAUE,El Golea Airport,AF,DZ,El Menia,0
2078,DAUG,Noumérat - Moufdi Zakaria Airport,AF,DZ,El Atteuf,0
2079,DAUH,Hassi Messaoud-Oued Irara Krim Belkacem Airport,AF,DZ,Hassi Messaoud,0
2080,DAUI,In Salah Airport,AF,DZ,In Salah,0
2081,DAUK,Touggourt Sidi Madhi Airport,AF,DZ,Touggourt,0
2082,DAUL,Laghouat - Molay Ahmed Medeghri Airport,AF,DZ,Laghouat,0
2083,DAUO,Guemar Airport - مطار قمار بالوادي,AF,DZ,Guemar,0
2084,DAUT,Timimoun Airport,AF,DZ,Timimoun,0
2085,DAUU,Ain Beida Airport,AF,DZ,Ouargla,0
2086,DAUZ,Zarzaitine - In Aménas Airport,AF,DZ,In Aménas,0
2087,DBBB,Cotonou Cadjehoun International Airport,AF,BJ,Cotonou,0
2088,DFFD,Ouagadougou Thomas Sankara International Airport,AF,BF,Ouagadougou,0
2089,DFOO,Bobo Dioulasso Airport,AF,BF,Bobo Dioulasso,0
2090,DGAA,Kotoka International Airport,AF,GH,Accra,0
354173,DGAH,Ho Airport,AF,GH,Ho,0
2091,DGLE,Yakubu Tali International Airport,AF,GH,Tamale,0
2093,DGSI,Prempeh I International Airport,AF,GH,Kumasi,0
2094,DGSN,Sunyani Airport,AF,GH,Sunyani,0
2095,DGTK,Takoradi Airport,AF,GH,Sekondi-Takoradi,0
2096,DIAP,Félix-Houphouët-Boigny International Airport,AF,CI,Abidjan,0
2097,DIBK,Bouaké Airport,AF,CI,Bouaké,0
2098,DIDL,Daloa Airport,AF,CI,,0
2099,DIKO,Korhogo Airport,AF,CI,Korhogo,0
2100,DIMN,Man Airport,AF,CI,,0
2101,DISP,San Pedro Airport,AF,CI,,0
2102,DIYO,Yamoussoukro International Airport,AF,CI,Yamoussoukro,0
2104,DNAA,Nnamdi Azikiwe International Airport,AF,NG,Abuja,0
309668,DNAI,Akwa Ibom International Airport,AF,NG,Uyo,0
2105,DNAK,Akure Airport,AF,NG,Akure,0
300781,DNAS,Asaba International Airport,AF,NG,Asaba,0
323056,DNBC,Sir Abubakar Tafawa Balewa Bauchi State International Airport,AF,NG,Bauchi,0
2106,DNBE,Benin Airport,AF,NG,Benin,0
340295,DNBY,Bayelsa International Airport,AF,NG,Yenagoa,0
2107,DNCA,Margaret Ekpo International Airport,AF,NG,Calabar,0
2108,DNEN,Akanu Ibiam International Airport,AF,NG,Enegu,0
44578,DNGO,Gombe Lawanti International Airport,AF,NG,Gombe,0
2109,DNGU,Gusau Airport,AF,NG,Gusau,0
2110,DNIB,Ibadan Airport,AF,NG,Ibadan,0
2111,DNIL,General Tunde Idiagbon International Airport,AF,NG,Ilorin/Ogbomosho,0
2112,DNIM,Sam Mbakwe International Cargo Airport,AF,NG,Owerri,0
2113,DNJO,Yakubu Gowon Airport,AF,NG,Jos,0
2114,DNKA,Kaduna International Airport,AF,NG,Kaduna,0
2115,DNKN,Mallam Aminu Kano International Airport,AF,NG,Kano,0
2116,DNMA,Maiduguri International Airport,AF,NG,Maiduguri,0
2117,DNMK,Makurdi Airport,AF,NG,Makurdi,0
2118,DNMM,Murtala Muhammed International Airport,AF,NG,Lagos,0
2119,DNMN,Minna Airport,AF,NG,Minna,0
2120,DNPO,Port Harcourt International Airport,AF,NG,Port Harcourt,0
2121,DNSO,Sadiq Abubakar III International Airport,AF,NG,Sokoto,0
32192,DNSU,Warri Airport,AF,NG,Okpe,0
2122,DNYO,Yola Airport,AF,NG,Yola,0
2123,DNZA,Zaria Airport,AF,NG,Zaria,0
2124,DRRM,Maradi Airport,AF,NE,Maradi,0
2125,DRRN,Diori Hamani International Airport,AF,NE,Niamey,0
2126,DRRT,Tahoua Airport,AF,NE,Tahoua,0
2127,DRZA,Mano Dayak International Airport,AF,NE,Agadez,0
2130,DRZR,Zinder Airport,AF,NE,Zinder,0
2131,DTKA,Tabarka-Aïn Draham International Airport,AF,TN,Tabarka,0
2132,DTMB,Monastir Habib Bourguiba International Airport,AF,TN,Monastir,0
44483,DTNH,Enfidha - Hammamet International Airport,AF,TN,Enfidha,0
2133,DTTA,Tunis Carthage International Airport,AF,TN,Tunis,0
2134,DTTB,Bizerte Sidi Ahmed Air Base,AF,TN,Borj Challouf,0
2135,DTTD,Remada Air Base,AF,TN,Remada,0
2136,DTTF,Gafsa Ksar International Airport,AF,TN,Gafsa,0
2137,DTTG,Gabès Matmata International Airport,AF,TN,Gabès,0
2139,DTTJ,Djerba Zarzis International Airport,AF,TN,Mellita,0
2140,DTTR,El Borma Airport,AF,TN,El Borma,0
2141,DTTX,Sfax Thyna International Airport,AF,TN,Sfax,0
2142,DTTZ,Tozeur Nefta International Airport,AF,TN,Tozeur,0
2143,DXNG,Niamtougou International Airport,AF,TG,Niamtougou,0
2144,DXXX,Lomé–Tokoin International Airport,AF,TG,Lomé,0
2152,EBAW,Antwerp International Airport (Deurne),EU,BE,Antwerp,1
2153,EBBE,Beauvechain Air Base,EU,BE,Beauvechain,1
2154,EBBL,Kleine Brogel Air Base,EU,BE,Kleine Brogel,1
2155,EBBR,Brussels Airport,EU,BE,Zaventem,1
2157,EBCI,Brussels South Charleroi Airport,EU,BE,Charleroi,1
2158,EBCV,Chièvres Air Base,EU,BE,Chièvres,1
2159,EBFN,Koksijde Air Base,EU,BE,Koksijde,1
2160,EBFS,Florennes Air Base,EU,BE,Florennes,1
2161,EBKT,Kortrijk-Wevelgem International Airport,EU,BE,Wevelgem,1
2162,EBLG,Liège Airport,EU,BE,Grâce-Hollogne,1
2163,EBOS,Ostend-Bruges International Airport,EU,BE,Oostende,1
2184,EDAC,Leipzig–Altenburg Airport,EU,DE,Nobitz,1
2187,EDAH,Heringsdorf Airport,EU,DE,Zirchow,1
2743,EDBN,Neubrandenburg Trollenhagen Airport,EU,DE,Trollenhagen,1
2200,EDBR,Rothenburg/Görlitz Airfield,EU,DE,Rothenburg/Oberlausitz,1
301881,EDDB,Berlin Brandenburg Airport,EU,DE,Berlin,1
2210,EDDC,Dresden Airport,EU,DE,Dresden,1
2211,EDDE,Erfurt-Weimar Airport,EU,DE,Erfurt,1
2212,EDDF,Frankfurt Main Airport,EU,DE,Frankfurt am Main,1
2213,EDDG,Münster Osnabrück Airport,EU,DE,Greven,1
2214,EDDH,Hamburg Helmut Schmidt Airport,EU,DE,Hamburg,1
2216,EDDK,Cologne Bonn Airport,EU,DE,Köln (Cologne),1
2217,EDDL,Düsseldorf Airport,EU,DE,Düsseldorf,1
2218,EDDM,Munich Airport,EU,DE,Munich,1
2219,EDDN,Nuremberg Airport,EU,DE,Nuremberg,1
